IdGenome	GenomeName	IDAnnotation	FragmentStart	FragmentEnd	NumFragment	NumCDS	cdsName	cdsLocusTag	type	cdsProduct	IS	phage	transposon	integrase	NotCDS	other2	other3	NbReads_0mismatch	NbReads_1mismatch	NbReads_2mismatch	NbReads_3mismatch	NbReads_0-3mismatchs	SourceGenome	isCDSMapped
0	Streptococcus_salivarius_JIM8777	3336	30039	33764	1748	22	purL	SALIVA_0041	CDS	phosphoribosylformylglycinamidine synthase ii (fgam synthase) (fgams) (formylglycinamide ribotide amidotransferase) (fgarat) (formylglycinamide ribotide synthetase)	0	0	0	0	0	0	0	0.0	1.0	3.0	14.0	18.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	33920	35359	1748	23	purF	SALIVA_0042	CDS	amidophosphoribosyltransferase	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	35570	36592	1748	24	purM	SALIVA_0044	CDS	phosphoribosylformylglycinamidine cyclo-ligase (airs) (phosphoribosyl-aminoimidazole synthetase) (air synthase)	0	0	0	0	0	0	0	0.0	0.0	1.0	5.0	6.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	36777	37325	1748	25	purN	SALIVA_0045	CDS	phosphoribosylglycinamide formyltransferase (5-phosphoribosylglycinamide transformylase) (gar transformylase) (gart)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.657142857143	0.657142857143	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	37325	38077	1748	26	NA	SALIVA_0046	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	38074	39639	1748	27	purH	SALIVA_0047	CDS	bifunctional purine biosynthesis protein purh	0	0	0	0	0	0	0	0.0	1.0	2.0	8.0	11.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	39740	40474	1748	28	NA	SALIVA_0048	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	40750	41799	1748	29	NA	SALIVA_0049	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	41793	42719	1748	30	NA	SALIVA_0050	CDS	rna-directed dna polymerase from retron ec86	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	43035	43874	1748	31	cbpD1	SALIVA_0051	CDS	cell wall protein, similar to choline binding protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	45102	45599	1748	32	NA	SALIVA_0052	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	45785	47047	1748	33	purD	SALIVA_0053	CDS	phosphoribosylamine--glycine ligase (gars) (glycinamide ribonucleotide synthetase) (phosphoribosylglycinamide synthetase)	0	0	0	0	0	0	0	0.0	1.0	1.0	2.0	4.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	47261	47749	1748	34	purE	SALIVA_0054	CDS	phosphoribosylaminoimidazole carboxylase catalytic subunit (air carboxylase) (airc)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	47736	48827	1748	35	purK	SALIVA_0055	CDS	phosphoribosylaminoimidazole carboxylase atpase subunit	0	0	0	0	0	0	0	0.0	0.0	1.0	1.0	2.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	48828	49778	1748	36	NA	SALIVA_0056	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	49787	50014	1748	37	NA	SALIVA_0057	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	50070	51368	1748	38	purB	SALIVA_0058	CDS	adenylosuccinate lyase (adenylosuccinase) (asl)	0	0	0	0	0	0	0	0.0	1.0	2.0	10.0	13.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	52244	53935	1748	39	argS	SALIVA_0059	CDS	arginyl-trna synthetase (arginine--trna ligase) (argrs)	0	0	0	0	0	0	0	0.0	0.0	1.0	1.0	2.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	54093	54518	1748	40	argR	SALIVA_0060	CDS	arginine repressor	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	54518	54877	1748	41	NA	SALIVA_0061	CDS	membrane protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	54870	57428	1748	42	mutS	SALIVA_0062	CDS	dna mismatch repair protein muts	0	0	0	0	0	0	0	0.0	0.0	1.0	2.0	3.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	57462	57917	1748	43	NA	SALIVA_0063	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	57914	58351	1748	44	NA	SALIVA_0064	CDS	response regulator of the lytr/algr family	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	58530	58835	1748	45	NA	SALIVA_0065	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	58885	60828	1748	46	mutL	SALIVA_0066	CDS	dna mismatch repair protein mutl	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	60959	61180	1748	47	NA	SALIVA_0067	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	61338	61928	1748	48	ruvA	SALIVA_0068	CDS	holliday junction atp-dependent dna helicase ruva	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	61937	62491	1748	49	tag	SALIVA_0069	CDS	dna-3-methyladenine glycosylase (3-methyladenine-dna glycosidase) (tag)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	62588	63856	1748	50	cinA	SALIVA_0070	CDS	putative competence-damage inducible protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	63892	65031	1748	51	recA	SALIVA_0071	CDS	protein reca (recombinase a)	0	0	0	0	0	0	0	0.0	0.0	1.0	4.0	5.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	65199	65597	1748	52	trmA	SALIVA_0072	CDS	regulatory protein spx, arsenate reductase or related protein, glutaredoxin family	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	72014	76408	1748	53	polC	SALIVA_0086	CDS	dna polymerase iii polc-type (poliii)	0	0	0	0	0	0	0	0.0	1.0	0.0	5.0	6.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	76572	77813	1748	54	pepS	SALIVA_0087	CDS	aminopeptidase peps	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	77833	78063	1748	55	NA	SALIVA_0088	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	78196	78624	1748	56	mexR	SALIVA_0089	CDS	marr family transcriptional regulator	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	78712	79257	1748	57	NA	SALIVA_0090	CDS	flavoprotein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	79591	81123	1748	58	ahpF	SALIVA_0092	CDS	nadh dehydrogenase (alkyl hydroperoxide reductase)	0	0	0	0	0	0	0	4.0	4.0	4.8	8.0	20.8	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	81140	81700	1748	59	ahpC	SALIVA_0093	CDS	alkyl hydroperoxide reductase subunit c	0	0	0	0	0	0	0	0.0	0.742857142857	1.0	7.0	8.74285714286	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	81973	82740	1748	60	rpsB	SALIVA_0094	CDS	30s ribosomal protein s2	0	0	0	0	0	0	0	4.94285714286	4.0	4.0	4.0	16.9428571429	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	82851	83891	1748	61	tsf	SALIVA_0095	CDS	elongation factor ts (ef-ts)	0	0	0	0	0	0	0	0.0	4.0	6.0	7.0	17.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	83998	84468	1748	62	NA	SALIVA_0096	CDS	membrane protein	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	84786	85241	1748	63	ctsR	SALIVA_0097	CDS	transcriptional regulator of class iii stress genes (heat shock response)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	85242	87692	1748	64	clpC	SALIVA_0098	CDS	atp-dependent clp protease, atp-binding subunit	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	87821	89077	1748	65	dacA1	SALIVA_0099	CDS	d-alanyl-d-alanine carboxypeptidase	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	89222	90469	1748	66	dacA	SALIVA_0100	CDS	putative d-alanyl-d-alanine carboxypeptidase; penicillin-binding protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	90679	92916	1748	67	pnp	SALIVA_0101	CDS	polyribonucleotide nucleotidyltransferase	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	92913	93683	1748	68	NA	SALIVA_0102	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	93768	94388	1748	69	cysE	SALIVA_0103	CDS	serine o-acetyltransferase; serine acetyltransferase	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	94401	94559	1748	70	NA	SALIVA_0104	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	94570	94737	1748	71	NA	SALIVA_0105	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	94765	96108	1748	72	cysS	SALIVA_0106	CDS	cysteine--trna ligase (cysteinyl-trna synthetase) (cysrs)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	96101	96502	1748	73	NA	SALIVA_0107	CDS	ribonuclease iii family protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	96792	98468	1748	74	NA	SALIVA_0108	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	98516	99259	1748	75	trmH	SALIVA_0109	CDS	putative trmh family trna/rrna methyltransferase yaco	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	99262	99777	1748	76	NA	SALIVA_0110	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	99786	100646	1748	77	NA	SALIVA_0111	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	100682	101575	1748	78	NA	SALIVA_0112	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	101749	102195	1748	79	rplM	SALIVA_0113	CDS	50s ribosomal protein l13	0	0	0	0	0	0	0	3.0	3.0	6.0	2.0	14.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	102223	102615	1748	80	rpsI	SALIVA_0114	CDS	30s ribosomal protein s9	0	0	0	0	0	0	0	0.0	2.0	4.91428571429	2.0	8.91428571429	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	103001	103582	1748	81	NA	SALIVA_0115	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	104046	104495	1748	82	copY	SALIVA_0116	CDS	putative transcriptional repressor copy	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	104515	106605	1748	83	copB	SALIVA_0117	CDS	putative copper exporting atpase b	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	107312	107926	1748	84	cad	SALIVA_0118	CDS	putative cadmium resistance protein	0	0	0	0	0	0	0	19.0	6.14285714286	0.0	0.0	25.1428571429	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	107938	108276	1748	85	cadC	SALIVA_0119	CDS	cadmium efflux system accessory protein (cadmium resistance regulatory protein)	0	0	0	0	0	0	0	13.0	2.51428571429	0.0	0.0	15.5142857143	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	109183	109764	1748	86	NA	SALIVA_0120	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	109768	109977	1748	87	NA	SALIVA_0121	CDS	xre family transcriptional regulator	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	110670	111083	1748	88	NA	SALIVA_0122	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	111170	112006	1748	89	srtB	SALIVA_0123	CDS	sortase b putative	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	112171	113388	1748	90	NA	SALIVA_0124	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	113711	113977	1748	91	NA	SALIVA_0125	CDS	act domain-containing protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	113995	115332	1748	92	NA	SALIVA_0126	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	115449	116111	1748	93	gpmB	SALIVA_0128	CDS	phosphoglycerate mutase 2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	116140	116937	1748	94	NA	SALIVA_0129	CDS	putative d,d-carboxypeptidase (d-alanyl-d-alanine carboxypeptidase)	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	116934	117515	1748	95	acmC	SALIVA_0130	CDS	n-acetylmuramidase	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	117708	118742	1748	96	hrcA	SALIVA_0131	CDS	heat-inducible transcription repressor hrca	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	118781	119305	1748	97	grpE	SALIVA_0132	CDS	heat shock protein, chaperonin	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	119391	121214	1748	98	dnaK	SALIVA_0133	CDS	chaperone protein dnak (heat shock protein 70) (heat shock 70 kda protein) (hsp70)	0	0	0	0	0	0	0	4.0	10.0	9.0	9.0	32.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	121568	122701	1748	99	dnaJ	SALIVA_0134	CDS	chaperone protein dnaj	0	0	0	0	0	0	0	0.0	1.0	1.0	2.0	4.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	122807	123553	1748	100	truA	SALIVA_0135	CDS	trna pseudouridine synthase a	0	0	0	0	0	0	0	0.0	0.0	0.0	2.0	2.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	123546	124307	1748	101	thiD	SALIVA_0136	CDS	phosphomethylpyrimidine kinase	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	124297	124770	1748	102	NA	SALIVA_0137	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	136107	136604	1748	103	comX	SALIVA_0150	CDS	comx	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	136712	137503	1748	104	NA	SALIVA_0151	CDS	mechanosensitive ion channel (mscs) family protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	137697	138980	1748	105	tig	SALIVA_0152	CDS	trigger factor (tf)	0	0	0	0	0	0	0	0.0	0.0	0.0	4.0	4.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	139138	139713	1748	106	rpoE	SALIVA_0153	CDS	dna-directed rna polymerase subunit delta	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
0	Streptococcus_salivarius_JIM8777	3336	139966	141570	1748	107	pyrG	SALIVA_0154	CDS	ctp synthase (utp--ammonia ligase) (ctp synthetase)	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	Streptococcus_agalactiae_NEM316	TRUE
0	Streptococcus_salivarius_JIM8777	3336	141665	142135	1748	108	NA	SALIVA_0155	CDS	hypothetical protein	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	Streptococcus_agalactiae_NEM316	FALSE
